id,created_at,updated_at,deleted_at,nombre,codigo,precio_venta,stock
2317,2025-08-23 20:57:58.837231 -0500 -05,2025-08-23 20:57:58.837231 -0500 -05,NULL,JERINGA 3ML 21GX 1 1/2 *100 DISPOCOL,3453,22125.0,3
2318,2025-08-23 20:57:58.844424 -0500 -05,2025-08-23 20:57:58.844424 -0500 -05,NULL,PANOTIL B GOTAS OTICAS FCO* 8 ML ZAMBON,105001,19074.47,3
2319,2025-08-23 20:57:58.85246 -0500 -05,2025-08-23 20:57:58.85246 -0500 -05,NULL,HIDROXIDO DE ALUMINIO+MG+SIMET  X 360ML - COASPHARMA GENERICOS,381417,8041.76,6
2320,2025-08-23 20:57:58.859754 -0500 -05,2025-08-23 20:57:58.859754 -0500 -05,NULL,DERMASKIN CREMA X 40G - COASPHARMA,380351,18572.31,2
2321,2025-08-23 20:57:58.867854 -0500 -05,2025-08-23 20:57:58.867854 -0500 -05,NULL,DOLEX JARABE BEBES FRASCO X 60 ML,7441026003348,16111.45,6
2322,2025-08-23 20:57:58.875382 -0500 -05,2025-08-23 20:57:58.875382 -0500 -05,NULL,MESALAZINA 500 MG* 30 TAB HUMAX,4469,34603.38,1
2323,2025-08-23 20:57:58.883924 -0500 -05,2025-08-23 20:57:58.883924 -0500 -05,NULL,BLANKISIMA CREMA H2  POTx32G,89TQ,15692.32,1
2324,2025-08-23 20:57:58.891121 -0500 -05,2025-08-23 20:57:58.891121 -0500 -05,NULL,Mareol Dmenhidrinato 50 Mg X 72 Tab Gsk,004484,35312.32,2
2325,2025-08-23 20:57:58.899203 -0500 -05,2025-08-23 20:57:58.899203 -0500 -05,NULL,Pepsamar Hidroxido De Aluminio 234 Mg X 100 Tab Eurofarma,003798*PB,28457.0,1
2326,2025-08-23 20:57:58.90769 -0500 -05,2025-08-23 20:57:58.90769 -0500 -05,NULL,Sulfato Ferroso 4 Gr Jbe X 120 Ml Laproff,065425,4234.84,3
2327,2025-08-23 20:57:58.915074 -0500 -05,2025-08-23 20:57:58.915074 -0500 -05,NULL,Seda Dental Suave Con Cera/Menta X 400 Metros Yoky Giga,098716,6942.84,3
2328,2025-08-23 20:57:58.922817 -0500 -05,2025-08-23 20:57:58.922817 -0500 -05,NULL,CURAS ADHESIVAS TIRA PIEL X 100 UND - MP PROMEDICAL,984056,8012.82,1
2329,2025-08-23 20:57:58.930322 -0500 -05,2025-08-23 20:57:58.930322 -0500 -05,NULL,IBUFLASH ULTRAFORTE CAJA X 18 CAP - TECNOQUIMICAS,158023,33127.85,2
2330,2025-08-23 20:57:58.938178 -0500 -05,2025-08-23 20:57:58.938178 -0500 -05,NULL,ACID MANTLE CREMA X 60 GR. (Acetato de Aluminio) - BAYER,077251,27096.42,2
2331,2025-08-23 20:57:58.945675 -0500 -05,2025-08-23 20:57:58.945675 -0500 -05,NULL,X RAY DOL * 48 CAPS GENNOMA,2686,63423.62,1
2332,2025-08-23 20:57:58.955585 -0500 -05,2025-08-23 20:57:58.955585 -0500 -05,NULL,CLOTRIMAZOL 1% SLN TOPICA *30ML EPICORT LAB BEST,4100000,12272.5,2
2333,2025-08-23 20:57:58.963625 -0500 -05,2025-08-23 20:57:58.963625 -0500 -05,NULL,OMEGA 3 FCO *60 CAPS  NATURALMENTE,19 NATUR,19250.0,1
2334,2025-08-23 20:57:58.971644 -0500 -05,2025-08-23 20:57:58.971644 -0500 -05,NULL,ECAR PASEDOL 50 MG 100 TAB,3014400344,14908.21,7
2335,2025-08-23 20:57:58.97999 -0500 -05,2025-08-23 20:57:58.97999 -0500 -05,NULL,OPHARM OPHARFLEX (POL+NEO+DEX)GOTAS X5ML,3031400002,7096.35,2
2336,2025-08-23 20:57:58.987387 -0500 -05,2025-08-23 20:57:58.987387 -0500 -05,NULL,ETORICOXIB 90 MG *14 TAB EUROFARMA-MOMENTA,420445,21386.37,1
2337,2025-08-23 20:57:58.995127 -0500 -05,2025-08-23 20:57:58.995127 -0500 -05,NULL,ETORICOXIB 60 MG *14 TAB  EUROFARMA-MOMENTA,420447,16040.08,2
2338,2025-08-23 20:57:59.003191 -0500 -05,2025-08-23 20:57:59.003191 -0500 -05,NULL,GINKGO BILOBA 40 MG *20 CAPS COLMED,2015,5625.18,4
2339,2025-08-23 20:57:59.010288 -0500 -05,2025-08-23 20:57:59.010288 -0500 -05,NULL,IBUPROFENO 800 MG X 50 TAB - GENFAR,290165,16048.0,20
2340,2025-08-23 20:57:59.017351 -0500 -05,2025-08-23 20:57:59.017351 -0500 -05,NULL,Isodine Bucofaringeo X 60 Ml Bussie,166778,11654.8,4
2341,2025-08-23 20:57:59.024679 -0500 -05,2025-08-23 20:57:59.024679 -0500 -05,NULL,Bisacodilo 5 Mg X 100 Tab Lib Ret Humax,820247,17700.27,1
2342,2025-08-23 20:57:59.032173 -0500 -05,2025-08-23 20:57:59.032173 -0500 -05,NULL,Stomalix Loperamida 2 Mg X 6 Tab America,334331,3614.52,10
2343,2025-08-23 20:57:59.039435 -0500 -05,2025-08-23 20:57:59.039435 -0500 -05,NULL,Lamdotil Difenoxilat/Atropina 2.5/0.025 Mg X 16 Tab Labquifar,469820,8823.53,4
2344,2025-08-23 20:57:59.047516 -0500 -05,2025-08-23 20:57:59.047516 -0500 -05,NULL,Timolet Timolol 5% Sol Oft X 5 Ml X,425931,6550.59,2
2345,2025-08-23 20:57:59.0542 -0500 -05,2025-08-23 20:57:59.0542 -0500 -05,NULL,NUTRIGEL ADVANCE NEUTRO CAJA X 30 SOBRES,7703153033835,137083.54,2
2346,2025-08-23 20:57:59.061581 -0500 -05,2025-08-23 20:57:59.061581 -0500 -05,NULL,Clofenil Gel Diclofenaco X 50 G Medic Brand OTC,011168,11347.15,2
2347,2025-08-23 20:57:59.068961 -0500 -05,2025-08-23 20:57:59.068961 -0500 -05,NULL,Furosemida 40 Mg X 300 Tab  Laproff,050247,23863.64,2
2348,2025-08-23 20:57:59.097906 -0500 -05,2025-08-23 20:57:59.097906 -0500 -05,NULL,Activiral Aciclovir 5% Cr Top X 15 Gr Labquifar,379464,4988.24,12
2349,2025-08-23 20:57:59.117579 -0500 -05,2025-08-23 20:57:59.117579 -0500 -05,NULL,Alendronato 70 Mg X 4 Tab Memphis,100527,7557.82,2
2350,2025-08-23 20:57:59.139759 -0500 -05,2025-08-23 20:57:59.139759 -0500 -05,NULL,NIXODERM JABON BARRA AZUFRE X 100 GR,7703086500282,9616.11,4
2351,2025-08-23 20:57:59.148328 -0500 -05,2025-08-23 20:57:59.148328 -0500 -05,NULL,Savital Shampoo Anticaspa C/Extracto De Te Verde Seda Liquida  20 Sob X 27 Ml  Unilever,207935,13852.32,1
2352,2025-08-23 20:57:59.156218 -0500 -05,2025-08-23 20:57:59.156218 -0500 -05,NULL,Vitamina C 10 Gr/100 Ml Got X 30 Ml Cereza Coaspharma,034273,4626.51,4
2353,2025-08-23 20:57:59.163587 -0500 -05,2025-08-23 20:57:59.163587 -0500 -05,NULL,FENCAFEN 100 MG (CAFEINA/ERGOTAMINA) X 20 TAB - TECNOQUIMICAS,151040,67805.47,1
2354,2025-08-23 20:57:59.171115 -0500 -05,2025-08-23 20:57:59.171115 -0500 -05,NULL,COLMED EVINET 0 75 MG 2 TAB,3013400327,3520.8,4
2355,2025-08-23 20:57:59.178345 -0500 -05,2025-08-23 20:57:59.178345 -0500 -05,NULL,ALBENDAZOL 400MG SUSP FCO * 20ML LA PROFF,2240,1704.6,10
2356,2025-08-23 20:57:59.186464 -0500 -05,2025-08-23 20:57:59.186464 -0500 -05,NULL,ADOREM GRIPA* 100 SIEGFRIED,20104010039,68637.42,1
2357,2025-08-23 20:57:59.194825 -0500 -05,2025-08-23 20:57:59.194825 -0500 -05,NULL,ATLETIC´S AEROSOL * 90 ML,PT53001A,30910.08,1
2358,2025-08-23 20:57:59.203715 -0500 -05,2025-08-23 20:57:59.203715 -0500 -05,NULL,MOMETASONA FUROATO 0.1% *15GR MOMENTA,424149,12465.73,2
2359,2025-08-23 20:57:59.211464 -0500 -05,2025-08-23 20:57:59.211464 -0500 -05,NULL,X RAY DOL X 12 TAB /PPKC: 329140-S,329171*,16072.84,4
2360,2025-08-23 20:57:59.217987 -0500 -05,2025-08-23 20:57:59.217987 -0500 -05,NULL,GENTAMICINA 0.3% 6ML - COLMED,577100,6289.23,2
2361,2025-08-23 20:57:59.224985 -0500 -05,2025-08-23 20:57:59.224985 -0500 -05,NULL,Clindamicina 300 Mg X 40 Cap Memphis,429284,30145.72,3
2362,2025-08-23 20:57:59.232048 -0500 -05,2025-08-23 20:57:59.232048 -0500 -05,NULL,Gastrum Plux Hidrotalcita 10% 10 Sob X 10 Ml Menta Lafrancol,071854,21620.31,1
2363,2025-08-23 20:57:59.240585 -0500 -05,2025-08-23 20:57:59.240585 -0500 -05,NULL,Wassertrol Dexa/Neom/Polimi Got Oft X 5 Ml Wasser Mk,053059,8263.59,8
2364,2025-08-23 20:57:59.247583 -0500 -05,2025-08-23 20:57:59.247583 -0500 -05,NULL,Mesalazina 500 Mg X 30 Tab Liberacion Retardada Humax,820339,37687.84,1
2365,2025-08-23 20:57:59.25684 -0500 -05,2025-08-23 20:57:59.25684 -0500 -05,NULL,MEXSANA POLVO 150G + MEXSANA POLVO 85G - BAYER CONSUMER,077101,17365.85,4
2366,2025-08-23 20:57:59.264058 -0500 -05,2025-08-23 20:57:59.264058 -0500 -05,NULL,MEXSANA POLVO X 300G + MEXSANA POLVO X 85G - BAYER CONSUMER,077053,26109.76,3
2367,2025-08-23 20:57:59.270605 -0500 -05,2025-08-23 20:57:59.270605 -0500 -05,NULL,ENSURE VAINILLA LIQUIDO X 220ML - ABBOTT CONSUMO,010907,11939.02,3
2368,2025-08-23 20:57:59.278816 -0500 -05,2025-08-23 20:57:59.278816 -0500 -05,NULL,JABON ASEPXIA BICARBONATO X 2 UND,329286,18313.58,3
2369,2025-08-23 20:57:59.286365 -0500 -05,2025-08-23 20:57:59.286365 -0500 -05,NULL,Jeringa 5 Ml 21G X 1 1/2  100 Und Precision Care,510988,18072.39,1
2370,2025-08-23 20:57:59.293665 -0500 -05,2025-08-23 20:57:59.293665 -0500 -05,NULL,Clotrimazol Cr Vag 1% X 40 Gr Farmionni,161420,4095.18,6
2371,2025-08-23 20:57:59.301213 -0500 -05,2025-08-23 20:57:59.301213 -0500 -05,NULL,NORVETAL X 21 COMP **Regulado** CD3 -etinilestradiol + levonorgestrel (5.647.00),387048,5547.0,4
2372,2025-08-23 20:57:59.309155 -0500 -05,2025-08-23 20:57:59.309155 -0500 -05,NULL,MOVIDOL CAJA X 48 TABL,7702870004111,60378.2,1
2373,2025-08-23 20:57:59.317166 -0500 -05,2025-08-23 20:57:59.317166 -0500 -05,NULL,GUAYACOLATO DE GLICERILO  JBE*120 ML MEMPHIS,15915M,4731.97,15
2374,2025-08-23 20:57:59.324741 -0500 -05,2025-08-23 20:57:59.324741 -0500 -05,NULL,IBUPROFENO 800MG *50 TAB GENFAR,4091,9839.86,4
2375,2025-08-23 20:57:59.332218 -0500 -05,2025-08-23 20:57:59.332218 -0500 -05,NULL,ACIDO BORICO X 400G - YOMA,581042,6950.62,8
2376,2025-08-23 20:57:59.339326 -0500 -05,2025-08-23 20:57:59.339326 -0500 -05,NULL,GRIPOFEN + CAFEINA X 100  CAP-SERES,938125,75004.46,1
2377,2025-08-23 20:57:59.346447 -0500 -05,2025-08-23 20:57:59.346447 -0500 -05,NULL,GRIPOFEN PLUS X 100 TABS - SERES,938000,65397.59,1
2378,2025-08-23 20:57:59.354353 -0500 -05,2025-08-23 20:57:59.354353 -0500 -05,NULL,X RAY DOL * 12 CAPS GENNOMA,2685,13927.71,20
2379,2025-08-23 20:57:59.361624 -0500 -05,2025-08-23 20:57:59.361624 -0500 -05,NULL,N-ACETILCISTEINA 600MG *30 SOBRES FLUIMUCIL ZAMBON,103015,71270.46,1
2380,2025-08-23 20:57:59.369378 -0500 -05,2025-08-23 20:57:59.369378 -0500 -05,NULL,CENTRUM SILVER +50 PAGUE 100 LLEVE 130,719752,68871.95,4
2381,2025-08-23 20:57:59.376607 -0500 -05,2025-08-23 20:57:59.376607 -0500 -05,NULL,TAFLAX 300 MG X 30 TAB (Dexibuprofeno) -CLOSTER PHARMA,127038,29995.8,2
2382,2025-08-23 20:57:59.384011 -0500 -05,2025-08-23 20:57:59.384011 -0500 -05,NULL,PRUEBA DE EMBARAZO CASSETTE INDIVIDUAL CHEMI,568001,1359.77,12
2383,2025-08-23 20:57:59.391218 -0500 -05,2025-08-23 20:57:59.391218 -0500 -05,NULL,BETADIP-BETAMETASONA CREMA X 40 GR.,779014,7088.26,8
2384,2025-08-23 20:57:59.398345 -0500 -05,2025-08-23 20:57:59.398345 -0500 -05,NULL,TALCID CEREZA X 60 TAB MAST. ,077339,37583.14,2
2385,2025-08-23 20:57:59.405041 -0500 -05,2025-08-23 20:57:59.405041 -0500 -05,NULL,VITAMINA C X 100 TAB naranja mk ,157027,36891.14,1
2386,2025-08-23 20:57:59.412922 -0500 -05,2025-08-23 20:57:59.412922 -0500 -05,NULL,FEMDUO 500/100 MG CAJA X 10 OVULOS - COLMED,577008,25662.65,4
2387,2025-08-23 20:57:59.419924 -0500 -05,2025-08-23 20:57:59.419924 -0500 -05,NULL,NATURAL FEMENIDS COLAGENO HIDROLIZADO CON BIOTINA X 1000 GR- PADEL,111011,38831.17,1
2388,2025-08-23 20:57:59.428461 -0500 -05,2025-08-23 20:57:59.428461 -0500 -05,NULL,OLOPATADINA 0.2%*2.5 ML OLVISION S VITALIS,4002000,20455.2,1
2389,2025-08-23 20:57:59.43549 -0500 -05,2025-08-23 20:57:59.43549 -0500 -05,NULL,ZETYGRIP 4 NI&#209;OS JBE X 60ML - RUECAM,658017,6282.05,4
2390,2025-08-23 20:57:59.442601 -0500 -05,2025-08-23 20:57:59.442601 -0500 -05,NULL,ZETYGRIP 4 JBE X 120ML - RUECAM,658030,9358.97,2
2391,2025-08-23 20:57:59.451026 -0500 -05,2025-08-23 20:57:59.451026 -0500 -05,NULL,REFRESLYP CEREZA CAJA X 26 SOBRES X 4 TAB MASTICABLES TAB - RUECAM,658007,20677.66,1
2392,2025-08-23 20:57:59.458663 -0500 -05,2025-08-23 20:57:59.458663 -0500 -05,NULL,CABESTRILLO ADULTO L CMYLHER,8722,4875.0,2
2393,2025-08-23 20:57:59.465848 -0500 -05,2025-08-23 20:57:59.465848 -0500 -05,NULL,ACETAMINOFEN GOTAS *30 ML DOLINFAR,3617,2272.8,8
2394,2025-08-23 20:57:59.472941 -0500 -05,2025-08-23 20:57:59.472941 -0500 -05,NULL,BETAME+CLOTRI+NEOMI * 20GR DKG FARMASER,4058,4700.0,4
2395,2025-08-23 20:57:59.480842 -0500 -05,2025-08-23 20:57:59.480842 -0500 -05,NULL,GLICERINA U.S.P * 20G YOMA,5574,882.5,8
2396,2025-08-23 20:57:59.487907 -0500 -05,2025-08-23 20:57:59.487907 -0500 -05,NULL,METRONIDAZOL SUSP 250MG *120ML COASPHARMA,C3145,4980.84,4
2397,2025-08-23 20:57:59.494996 -0500 -05,2025-08-23 20:57:59.494996 -0500 -05,NULL,ADOREM 7+ NIÑOS JBE 150 MG/5ML FC* 120 ML SIEGFRIED,20104010004,10831.03,10
2398,2025-08-23 20:57:59.501404 -0500 -05,2025-08-23 20:57:59.501404 -0500 -05,NULL,ELECTROLIT FRESA * 625 ML OBSEQUIO,6812,1.18,1
2399,2025-08-23 20:57:59.509274 -0500 -05,2025-08-23 20:57:59.509274 -0500 -05,NULL,ACEITE DE OLIVA 25 CC YOMA,5522,935.0,6
2400,2025-08-23 20:57:59.516374 -0500 -05,2025-08-23 20:57:59.516374 -0500 -05,NULL,NOXPIRIN F DIA PAGUE 20 LLEVE 24 SOBRES,9729,24224.64,1
2401,2025-08-23 20:57:59.523951 -0500 -05,2025-08-23 20:57:59.523951 -0500 -05,NULL,ASEPXIA JABON *100 GR BICARBONATO GENOMMA,9509,7895.17,4
2402,2025-08-23 20:57:59.531333 -0500 -05,2025-08-23 20:57:59.531333 -0500 -05,NULL,MAREOL PAGUE 72 LLEVE *84 PFIZER,6571,33185.33,4
2403,2025-08-23 20:57:59.538199 -0500 -05,2025-08-23 20:57:59.538199 -0500 -05,NULL,DESONIDA 0.5% CREMA TUB 15GR  3+1 OBSEQUIO SIEGFRIED,7712OB,3.41,1
2404,2025-08-23 20:57:59.546113 -0500 -05,2025-08-23 20:57:59.546113 -0500 -05,NULL,DESONIDA 0.5% CREMA TUB 15GR SIEGFRIED,7712,12999.28,3
2405,2025-08-23 20:57:59.554181 -0500 -05,2025-08-23 20:57:59.554181 -0500 -05,NULL,VITAMINA C 500 MG (NARANJA) X 100TAB oferta - LA SANTE GENERICOS,372543,28881.47,6
2406,2025-08-23 20:57:59.561919 -0500 -05,2025-08-23 20:57:59.561919 -0500 -05,NULL,VITAMINA C 500 MG X 100 TAB mandarina   LA SANTE GENERICOS,372086,28881.47,4
2407,2025-08-23 20:57:59.569136 -0500 -05,2025-08-23 20:57:59.569136 -0500 -05,NULL,VITAMINA C 500MG NARANJA X 500TAB - LA SANTE GENERICOS,372541*,168753.37,1
2408,2025-08-23 20:57:59.575465 -0500 -05,2025-08-23 20:57:59.575465 -0500 -05,NULL,CREMA FACIAL HUMECTANTE TEATRICAL *100 GR Verde Menta,9506,6902.49,5
2409,2025-08-23 20:57:59.583063 -0500 -05,2025-08-23 20:57:59.583063 -0500 -05,NULL,CREMA FACIAL ACLARADORA TEATRICAL*100 GR Amarilla,8961,13703.85,2
2410,2025-08-23 20:57:59.590889 -0500 -05,2025-08-23 20:57:59.590889 -0500 -05,NULL,CETIRIZINA JBE 1MG FCO *60 ML MEMPHIS,5900,6625.21,3
2411,2025-08-23 20:57:59.597602 -0500 -05,2025-08-23 20:57:59.597602 -0500 -05,NULL,FLUCONAZOL 200 MG *10 CAP EXPOFARMA,3863,5034.25,5
2412,2025-08-23 20:57:59.605524 -0500 -05,2025-08-23 20:57:59.605524 -0500 -05,NULL,MEGA VIT ADVANCED TARRO *200 TABLETAS,6172,103750.0,1
2413,2025-08-23 20:57:59.614355 -0500 -05,2025-08-23 20:57:59.614355 -0500 -05,NULL,AZITROMICINA 200MG/5ML*15ML GENFAR,4112,9229.05,3
2414,2025-08-23 20:57:59.622342 -0500 -05,2025-08-23 20:57:59.622342 -0500 -05,NULL,SENSODYNE LIMPIEZA PROF X 90 GR PAG 3 LLEVE 4- GSK,719870,47974.39,1
2415,2025-08-23 20:57:59.629535 -0500 -05,2025-08-23 20:57:59.629535 -0500 -05,NULL,REMOVEDOR MISS KIUT X 60 ML EXTRACTO AJO COLOR VERDE - GIGA,850028,1728.28,2
2416,2025-08-23 20:57:59.636422 -0500 -05,2025-08-23 20:57:59.636422 -0500 -05,NULL,REMOVEDOR MISS KIUT X 60 ML GLICERINA COLOR AZUL - GIGA,850029,1727.13,3
2417,2025-08-23 20:57:59.643463 -0500 -05,2025-08-23 20:57:59.643463 -0500 -05,NULL,REMOVEDOR MISS KIUT X 60 ML VITAMINA E COLOR ROSADO - GIGA,850030,1727.44,3
2418,2025-08-23 20:57:59.65072 -0500 -05,2025-08-23 20:57:59.65072 -0500 -05,NULL,NOXPIRIN F CALIENTE NOCHE PAGUE 20 LLEVE 24 SOBRES,132450,26709.33,1
2419,2025-08-23 20:57:59.658305 -0500 -05,2025-08-23 20:57:59.658305 -0500 -05,NULL,MOTRIN (iburpofeno) 800 MG X 30 TAB,530002,95817.07,1
2420,2025-08-23 20:57:59.667809 -0500 -05,2025-08-23 20:57:59.667809 -0500 -05,NULL,METOCLOPRAMIDA 10 MG X 30 TAB - COASPHARMA GENERICOS,381065,2320.03,8
2421,2025-08-23 20:57:59.67656 -0500 -05,2025-08-23 20:57:59.67656 -0500 -05,NULL,CIRUELAX  MINITABS CJA *60 COMPRIMIDOS,4031,36895.0,1
2422,2025-08-23 20:57:59.683861 -0500 -05,2025-08-23 20:57:59.683861 -0500 -05,NULL,ICE GEL ARNICA *200 ML GEL REFRESCANTE INTERB,4641,4508.75,2
2423,2025-08-23 20:57:59.692504 -0500 -05,2025-08-23 20:57:59.692504 -0500 -05,NULL,FLUMIXOL 600 MG X 30 SOB /PPKC: 490299-S,490299,87707.32,1
2424,2025-08-23 20:57:59.699456 -0500 -05,2025-08-23 20:57:59.699456 -0500 -05,NULL,FLUMIXOL 600 MG X 30 SOB /PPKC: 490299-S,490299*,90650.0,1
2425,2025-08-23 20:57:59.707593 -0500 -05,2025-08-23 20:57:59.707593 -0500 -05,NULL,Congestex Cetir/Ibupr/Fenilef X 60 Cap Novamed,030601*PB,62519.0,1
2426,2025-08-23 20:57:59.714814 -0500 -05,2025-08-23 20:57:59.714814 -0500 -05,NULL,Congestex Cetir/Ibupr/Fenilef X 60 Cap Novamed,030601,76160.58,3
2427,2025-08-23 20:57:59.724436 -0500 -05,2025-08-23 20:57:59.724436 -0500 -05,NULL,TRICLIMBAC X 10 ML (Lido/Cipro/Beta) LABQUIFAR,353132,6538.46,12
2428,2025-08-23 20:57:59.734554 -0500 -05,2025-08-23 20:57:59.734554 -0500 -05,NULL,NORAVER GARGANTA  MENTA FORTE X 12 TAB - TECNOQUIMICAS,158067,19057.26,6
2429,2025-08-23 20:57:59.74317 -0500 -05,2025-08-23 20:57:59.74317 -0500 -05,NULL,NORAVER GARGANTA  NARANJA MIEL X 12 TAB - TECNOQUIMICAS,158068,18166.23,10
2430,2025-08-23 20:57:59.7548 -0500 -05,2025-08-23 20:57:59.7548 -0500 -05,NULL,CARVEDILOL  6.25 MG X 30 TAB **Regulado CD3** (7811.25)  - GENFAR /PPKC: 290512-S,290512,7711.25,5
2431,2025-08-23 20:57:59.763294 -0500 -05,2025-08-23 20:57:59.763294 -0500 -05,NULL,CARVEDILOL  6.25 MG X 30 TABLETAS /PPKC: 290512-S,290512*,6542.12,5
2432,2025-08-23 20:57:59.771269 -0500 -05,2025-08-23 20:57:59.771269 -0500 -05,NULL,ACETAMINOFEN JARABE X 60ML - LAPROFF,410060,2177.93,20
2433,2025-08-23 20:57:59.778058 -0500 -05,2025-08-23 20:57:59.778058 -0500 -05,NULL,AZITROMICINA 500MG X 3TAB - LA SANTE GENERICOS,372018,3073.57,100
2434,2025-08-23 20:57:59.785996 -0500 -05,2025-08-23 20:57:59.785996 -0500 -05,NULL,SHAMPOO HEAD & SHOULDERS LIMPIEZA RENOVADORA TIRA X 12 SOBRES,27500435002442,7864.86,1
2435,2025-08-23 20:57:59.793251 -0500 -05,2025-08-23 20:57:59.793251 -0500 -05,NULL,MENTOLIN UNGÜENTO 5G *24 LATAS,8581,30000.0,1
2436,2025-08-23 20:57:59.80095 -0500 -05,2025-08-23 20:57:59.80095 -0500 -05,NULL,Cloruro De Sodio 0.9% X 250 Ml Corpaul,002063,1978.0,6
2437,2025-08-23 20:57:59.808691 -0500 -05,2025-08-23 20:57:59.808691 -0500 -05,NULL,Facetix Suave 30 Ciprotero/Etinilestra 2 Mg/30 Mcg X 28 Tab REGULADO,071526,8649.0,4
2438,2025-08-23 20:57:59.815631 -0500 -05,2025-08-23 20:57:59.815631 -0500 -05,NULL,Carvedilol 12.5 Mg X 30 Comp Z,881221,13271.0,3
2439,2025-08-23 20:57:59.825042 -0500 -05,2025-08-23 20:57:59.825042 -0500 -05,NULL,Carvedilol 12.5 Mg X 30 Comp Z REGULADO,881221*PB,13112.0,3
2440,2025-08-23 20:57:59.834077 -0500 -05,2025-08-23 20:57:59.834077 -0500 -05,NULL,Fungisterol Ketoconazol  2% Cr Top X 30 Gr Bioquifar,535002,5085.0,4
2441,2025-08-23 20:57:59.842844 -0500 -05,2025-08-23 20:57:59.842844 -0500 -05,NULL,GLIBENCLAMIDA 5 MG X 30 TAB - COASPHARMA GENERICOS,381027,2056.05,2
2442,2025-08-23 20:57:59.850161 -0500 -05,2025-08-23 20:57:59.850161 -0500 -05,NULL,Azufre 25 Sob X 15 Gr Promarquin,304771,4375.31,1
2443,2025-08-23 20:57:59.857929 -0500 -05,2025-08-23 20:57:59.857929 -0500 -05,NULL,Piedra Alumbre 25 Sob X 15 Gr Promarquin,306270,6224.71,4
2444,2025-08-23 20:57:59.865845 -0500 -05,2025-08-23 20:57:59.865845 -0500 -05,NULL,RECOLECTOR COPROLOGICO - CEPILAB,985009,256.94,100
2445,2025-08-23 20:57:59.874174 -0500 -05,2025-08-23 20:57:59.874174 -0500 -05,NULL,BETAHISTINA 16 MG X 30 TAB - EUROFARMA MOMENTA /PPKC: 257005-S,257005,75790.33,1
2446,2025-08-23 20:57:59.883625 -0500 -05,2025-08-23 20:57:59.883625 -0500 -05,NULL,BETAHISTINA 16 MG X 30 TAB /PPKC: 257005-S,257005*,60134.62,1
2447,2025-08-23 20:57:59.891575 -0500 -05,2025-08-23 20:57:59.891575 -0500 -05,NULL,ALKA SELTZER PAG 64 LLEVE 74 (&#193;cido acetilsalic&#237;lico-Bicarbonato de sodio-&#193;cido c&#237;trico) - BAYER,077823,58629.27,1
2448,2025-08-23 20:57:59.89824 -0500 -05,2025-08-23 20:57:59.89824 -0500 -05,NULL,PREPACK CHAPSTICK PGUE 20 LLVE 24,719766,212120.73,1
2449,2025-08-23 20:57:59.906768 -0500 -05,2025-08-23 20:57:59.906768 -0500 -05,NULL,MENTICOL AMARILLO X 60 ML - BELLEZA EXPRESS,707010,4948.72,4
2450,2025-08-23 20:57:59.914281 -0500 -05,2025-08-23 20:57:59.914281 -0500 -05,NULL,BRONCOFLEM (Hedera Helix) JBE X 120ML - RUECAM,658002,8846.15,6
2451,2025-08-23 20:57:59.921538 -0500 -05,2025-08-23 20:57:59.921538 -0500 -05,NULL,SHAMPOO MEDICASP X 100 ML* (Ketoconazol) - GENOMMA,329139,23949.77,8
2452,2025-08-23 20:57:59.929688 -0500 -05,2025-08-23 20:57:59.929688 -0500 -05,NULL,CICATRICURE GEL SACHET X 8G X 12 UNID - GENOMMA,329298,42151.64,2
2453,2025-08-23 20:57:59.936837 -0500 -05,2025-08-23 20:57:59.936837 -0500 -05,NULL,GLICERINA CARBONATADA X 20 ML YOMA,581011,1038.84,12
2454,2025-08-23 20:57:59.945065 -0500 -05,2025-08-23 20:57:59.945065 -0500 -05,NULL,ORLISTAT 120 MG X 60 TAB,577136,83152.94,1
2455,2025-08-23 20:57:59.953032 -0500 -05,2025-08-23 20:57:59.953032 -0500 -05,NULL,MEBLAINEX (Meloxicam) 15M/1.5ML X 5AMP - BLASKOV,116002,10532.54,2
2456,2025-08-23 20:57:59.960639 -0500 -05,2025-08-23 20:57:59.960639 -0500 -05,NULL,AGUA DE ROSAS 500 CC.YOMA,581134,3150.56,2
2457,2025-08-23 20:57:59.969321 -0500 -05,2025-08-23 20:57:59.969321 -0500 -05,NULL,Sal Inglaterra X 400 Gr Promarquim,306508,1237.27,20
2458,2025-08-23 20:57:59.976035 -0500 -05,2025-08-23 20:57:59.976035 -0500 -05,NULL,Nofertyl Iny X 1 Amp 1 Ml I.M. + Jeringa Lafrancol REGULADO,002636,8311.0,6
2459,2025-08-23 20:57:59.983388 -0500 -05,2025-08-23 20:57:59.983388 -0500 -05,NULL,Betoprolol 50 Mg X 30 Tab Metoprolol Ropsohn,001291,5798.86,3
2460,2025-08-23 20:57:59.991429 -0500 -05,2025-08-23 20:57:59.991429 -0500 -05,NULL,AZITROMICINA 500MG X 3 TABLETAS- MEMPHIS,353239,4590.4,40
2461,2025-08-23 20:57:59.999824 -0500 -05,2025-08-23 20:57:59.999824 -0500 -05,NULL,VICK VAPORUB FRASCO 50 G,3023401594,12000.0,2
2462,2025-08-23 20:58:00.007367 -0500 -05,2025-08-23 20:58:00.007367 -0500 -05,NULL,SUERO ORAL UVA ENERSAL X 30 SOB,681004,28758.86,2
