id,created_at,updated_at,deleted_at,factura_id,producto_id,cantidad,precio_unitario,precio_total,uuid,factura_uuid
735,2025-10-07 15:25:17.822541+00,2025-10-07 15:25:17.822541+00,,399,696,1,3400,3400,d6274ece-3aaf-4bf2-b17f-4a83ba88e2ad,bfce1557-0921-4315-826f-3b71da014228
736,2025-10-07 15:46:55.832126+00,2025-10-07 15:46:55.832126+00,,400,848,3,1500,4500,a411533d-10af-473f-bf44-2974653f5a80,47610382-baa9-4271-90b2-a6dd26c95a91
737,2025-10-07 15:46:55.832126+00,2025-10-07 15:46:55.832126+00,,400,63,1,9000,9000,855ec6d9-bbb9-45c3-a094-d296d09aff01,47610382-baa9-4271-90b2-a6dd26c95a91
738,2025-10-07 15:54:26.9762+00,2025-10-07 15:54:26.9762+00,,401,618,1,3900,3900,741cf708-6d7a-451b-91d6-8914fe9ed305,c41ef88c-2b80-4e1c-b75d-22ccfeadf135
739,2025-10-07 15:55:46.186561+00,2025-10-07 15:55:46.186561+00,,402,157,1,2500,2500,304239ac-56fc-4ce6-9c31-07c5d7e1a977,0782b232-c11b-435c-b375-c2a6199fb2fa
740,2025-10-07 15:57:07.053827+00,2025-10-07 15:57:07.053827+00,,403,641,2,1400,2800,103ad094-623a-47e2-b34a-59f99d9147d8,08a63c24-00df-4d73-98e5-cf638dfad0c3
741,2025-10-07 15:57:07.053827+00,2025-10-07 15:57:07.053827+00,,403,639,1,2800,2800,82dd1909-2609-4b5f-a453-b9d0c7773eb5,08a63c24-00df-4d73-98e5-cf638dfad0c3
742,2025-10-07 16:03:01.999206+00,2025-10-07 16:03:01.999206+00,,404,647,1,2900,2900,0855a0c4-5fd8-491e-a5b1-4d1232678c59,47082dbf-32ca-40b1-a626-8f671a94b297
743,2025-10-07 16:03:01.999206+00,2025-10-07 16:03:01.999206+00,,404,344,1,3600,3600,8151dfcf-4e93-4dd6-a616-4b9eda88d9b4,47082dbf-32ca-40b1-a626-8f671a94b297
744,2025-10-07 16:12:52.466293+00,2025-10-07 16:12:52.466293+00,,405,231,1,1900,1900,89bd204c-67d7-46c1-aa04-1aa0ed04fbc2,68207e15-e815-4bd5-9f69-e8a79df37deb
745,2025-10-07 16:21:22.557653+00,2025-10-07 16:21:22.557653+00,,406,779,1,1800,1800,82c72246-039e-4335-a081-540f4c0ba16a,34ecd3b8-404c-4ad9-b446-3895b91621d6
748,2025-10-07 16:35:44.023548+00,2025-10-07 16:35:44.023548+00,,408,117,1,19800,19800,2d802b23-e483-4d80-97a6-b04e19200b4e,450c789f-999f-4ed7-8a41-f796d5c8504d
749,2025-10-07 16:37:22.432151+00,2025-10-07 16:37:22.432151+00,,409,649,2,1000,2000,a6dd41a2-6503-4e43-bf59-3631f061a4cb,f63d210b-70f2-4281-87c5-f003d2809093
754,2025-10-07 17:03:20.949223+00,2025-10-07 17:03:20.949223+00,,411,362,2,2600,5200,078a98b9-cf60-4196-89f2-90d3c84386a5,8e910e81-d631-4914-990c-3ce13571575c
755,2025-10-07 17:03:20.949223+00,2025-10-07 17:03:20.949223+00,,411,329,3,1200,3600,e9ac2e7c-f5a8-4911-b1f2-c0ed4320b5a3,8e910e81-d631-4914-990c-3ce13571575c
756,2025-10-07 17:04:58.565386+00,2025-10-07 17:04:58.565386+00,,412,188,10,650,6500,70d8c42c-d8ef-4a43-a7bc-c36507217d7e,bed4efd9-8841-4053-8bce-23a521618205
757,2025-10-07 17:10:41.270788+00,2025-10-07 17:10:41.270788+00,,413,124,1,1300,1300,2f610f66-fc1c-48c2-b879-0cd9df33e58d,613e52bc-48d8-431d-86d8-cd6f637ed985
758,2025-10-07 17:10:41.270788+00,2025-10-07 17:10:41.270788+00,,413,167,2,200,400,8f126760-c37b-4c6d-8425-c01915c405e1,613e52bc-48d8-431d-86d8-cd6f637ed985
759,2025-10-07 17:10:41.270788+00,2025-10-07 17:10:41.270788+00,,413,676,4,800,3200,617098bb-9c61-478c-90f1-866badc3019b,613e52bc-48d8-431d-86d8-cd6f637ed985
760,2025-10-07 17:26:43.98508+00,2025-10-07 17:26:43.98508+00,,414,634,1,2700,2700,39699d9c-d0fc-4331-a9c2-1d43094a4207,dddb8a68-5bec-422f-99d2-b642edc141d1
762,2025-10-07 17:32:54.856048+00,2025-10-07 17:32:54.856048+00,,416,436,4,500,2000,129fc9c2-cf71-4014-9a8a-3b603b17d949,1d43bcd3-409a-449a-b18a-a4fdfc3e47aa
763,2025-10-07 17:36:49.839034+00,2025-10-07 17:36:49.839034+00,,417,448,1,10500,10500,8532fc0f-27b3-4acb-90f9-72355e496432,add9a0d6-13e4-46f8-ae96-f29c9134cd0f
764,2025-10-07 17:36:49.839034+00,2025-10-07 17:36:49.839034+00,,417,944,1,500,500,892812a4-11cd-42b0-a04c-92bcb80fb4a3,add9a0d6-13e4-46f8-ae96-f29c9134cd0f
765,2025-10-07 17:38:30.489195+00,2025-10-07 17:38:30.489195+00,,418,671,1,2200,2200,83479168-5fb6-4dd7-9291-d25473fb3a5f,c735b880-42f4-4921-b9e2-7115054fd39c
767,2025-10-07 17:50:48.866215+00,2025-10-07 17:50:48.866215+00,,420,35,2,2600,5200,3f37cac7-9aee-4bb1-a66c-a81432044b69,329b16b0-f3cf-4a2a-950c-943561b3dc05
768,2025-10-07 17:50:48.866215+00,2025-10-07 17:50:48.866215+00,,420,661,2,1400,2800,a752d86b-bf67-4b6e-96ff-e7794eb2d6f5,329b16b0-f3cf-4a2a-950c-943561b3dc05
769,2025-10-07 17:50:48.866215+00,2025-10-07 17:50:48.866215+00,,420,938,1,24500,24500,e85b4e6e-6fe9-49fe-9d4a-41ce50f5b9b8,329b16b0-f3cf-4a2a-950c-943561b3dc05
770,2025-10-07 17:50:48.866215+00,2025-10-07 17:50:48.866215+00,,420,663,4,900,3600,f6e0d336-abd0-4c98-a01f-3ea15b9b1465,329b16b0-f3cf-4a2a-950c-943561b3dc05
771,2025-10-07 17:50:48.866215+00,2025-10-07 17:50:48.866215+00,,420,667,4,1400,5600,fa9ee7fd-b2f6-457d-b09e-232b6893f7b5,329b16b0-f3cf-4a2a-950c-943561b3dc05
772,2025-10-07 17:52:53.599031+00,2025-10-07 17:52:53.599031+00,,421,676,2,800,1600,a4f5b31f-bcf9-41e6-8c29-6892053dd72e,12e59e72-d5e7-4919-b3f8-20d4371a0ece
773,2025-10-07 18:03:29.951193+00,2025-10-07 18:03:29.951193+00,,422,375,1,4400,4400,6e80fb5e-c7e5-4a5f-b24a-5fd9092ab66a,955e3715-dce3-4f2a-85fa-925869fe05b1
774,2025-10-07 18:06:41.505456+00,2025-10-07 18:06:41.505456+00,,423,866,1,4300,4300,bb330511-3589-4acc-8800-ef7050de11e2,1a5c2911-11f6-4475-8144-c7300895b115
775,2025-10-07 18:06:41.505456+00,2025-10-07 18:06:41.505456+00,,423,163,2,200,400,d55fa4f0-ce53-405e-832d-09c58894e1f7,1a5c2911-11f6-4475-8144-c7300895b115
776,2025-10-07 18:12:31.491494+00,2025-10-07 18:12:31.491494+00,,424,362,2,2600,5200,edccb905-0f89-4249-9689-6f9c573a5174,4c63b0ab-8f40-45b6-9c56-8570e8bed602
777,2025-10-07 18:12:31.491494+00,2025-10-07 18:12:31.491494+00,,424,667,4,1400,5600,8cafbda1-a654-49d8-a002-97f68384cadf,4c63b0ab-8f40-45b6-9c56-8570e8bed602
778,2025-10-07 18:12:31.491494+00,2025-10-07 18:12:31.491494+00,,424,331,1,2400,2400,07367dc1-1ba0-4568-b687-2636d45aaa0b,4c63b0ab-8f40-45b6-9c56-8570e8bed602
779,2025-10-07 18:12:31.491494+00,2025-10-07 18:12:31.491494+00,,424,835,1,2000,2000,20a4d646-c581-4518-ae70-a6d6eb6a965b,4c63b0ab-8f40-45b6-9c56-8570e8bed602
780,2025-10-07 18:15:17.639587+00,2025-10-07 18:15:17.639587+00,,425,676,2,800,1600,4e4543bd-d689-4273-83cb-e4c7ba4cd2dd,b9aada28-f11d-4273-86ff-7a756c9c4401
781,2025-10-07 18:19:22.730823+00,2025-10-07 18:19:22.730823+00,,426,124,2,1300,2600,305ce717-9dec-4978-bffc-69816b46e298,cf327167-ac00-4524-86fb-2e7ba1badb67
782,2025-10-07 18:21:15.473825+00,2025-10-07 18:21:15.473825+00,,427,673,1,1900,1900,a616ecb9-2639-47be-b2ae-de90104cd21f,9960ec3a-bcc1-4986-8df5-8d37ad0ce611
783,2025-10-07 18:39:20.780593+00,2025-10-07 18:39:20.780593+00,,428,590,1,3600,3600,4d6053aa-28f3-4063-8be6-4446da97ead8,41019ef7-ed87-409d-b763-15af897ecc6f
784,2025-10-07 18:39:20.780593+00,2025-10-07 18:39:20.780593+00,,428,780,1,2900,2900,4a64c1cf-841f-4579-ab7a-030e1d21bfcb,41019ef7-ed87-409d-b763-15af897ecc6f
785,2025-10-07 18:39:20.780593+00,2025-10-07 18:39:20.780593+00,,428,11,2,2000,4000,ad918801-5a6f-4d18-9d8f-e9b369c3989f,41019ef7-ed87-409d-b763-15af897ecc6f
787,2025-10-07 18:42:48.6332+00,2025-10-07 18:42:48.6332+00,,430,683,2,2900,5800,ed44e4c0-5663-4e4e-9d1e-97de51f549dd,78889fb9-01d9-47ad-aae6-9d31985c8b1b
788,2025-10-07 18:45:49.34544+00,2025-10-07 18:45:49.34544+00,,431,21,1,11800,11800,f44a54dd-032b-4ea0-975d-c68eb682e630,0d60b75e-a3a5-427a-af9b-8dc6035237fc
789,2025-10-07 19:10:54.420848+00,2025-10-07 19:10:54.420848+00,,432,1040,2,1800,3600,5ab5dc82-6e0a-4b8c-9a74-6a1a4a85ca3a,0687e98a-818e-4d95-b1a8-474a9ccfe7a7
790,2025-10-07 19:16:40.589983+00,2025-10-07 19:16:40.589983+00,,433,1022,1,900,900,dae4a130-aaed-4dc3-8a6e-aa42e52d64ef,db9ac5b1-4666-4ea4-bc22-b829fd43cc8f
791,2025-10-07 19:16:40.589983+00,2025-10-07 19:16:40.589983+00,,433,1024,1,700,700,02dca718-460b-424e-b53c-44d98ba07027,db9ac5b1-4666-4ea4-bc22-b829fd43cc8f
792,2025-10-07 19:30:36.158498+00,2025-10-07 19:30:36.158498+00,,434,1012,1,8900,8900,d63a7b25-c438-4e31-a933-0cd12c035ee1,fe5ec235-fee1-415c-9fd3-b734d9121314
793,2025-10-07 19:30:36.158498+00,2025-10-07 19:30:36.158498+00,,434,844,1,16900,16900,d583024d-fb30-4674-ba6c-a8e51538aaab,fe5ec235-fee1-415c-9fd3-b734d9121314
794,2025-10-07 19:38:43.412661+00,2025-10-07 19:38:43.412661+00,,435,12,2,150,300,6abb03fe-58d3-4fbf-8952-288fd71a043d,aea72eb6-d6e3-47c1-9c1a-6d9cee0b5378
795,2025-10-07 19:41:51.063456+00,2025-10-07 19:41:51.063456+00,,436,648,1,9500,9500,23160913-9626-414c-9e3a-381cfd8144eb,ef6bf1ad-6c0e-4a52-be9b-64cdac4c4bd1
796,2025-10-07 19:42:00.565181+00,2025-10-07 19:42:00.565181+00,,437,179,1,7600,7600,f08ba427-c704-48ef-a749-6917c43170a2,7f98204e-1cab-4c3b-ac49-4377a957bdfd
797,2025-10-07 19:44:42.286327+00,2025-10-07 19:44:42.286327+00,,438,768,1,3900,3900,f2c79791-9623-4800-bd9b-2e8118b18767,b6d3e879-178d-4229-a200-b4f892f99044
798,2025-10-07 19:44:42.286327+00,2025-10-07 19:44:42.286327+00,,438,887,1,1700,1700,1fe020ab-1991-42cb-a2db-6686c15853c5,b6d3e879-178d-4229-a200-b4f892f99044
799,2025-10-07 19:47:56.828832+00,2025-10-07 19:47:56.828832+00,,439,188,1,6500,6500,ddcc3903-ad41-457d-838d-508caaf05cca,cf4d52e1-e1ea-42cc-9084-2773d742ac36
800,2025-10-07 19:49:56.991364+00,2025-10-07 19:49:56.991364+00,,440,678,1,1400,1400,1ecc4491-c9d1-4f18-8d55-b4418728f6cd,6477326e-c537-467f-acf4-dfffb90483ab
801,2025-10-07 20:01:54.638674+00,2025-10-07 20:01:54.638674+00,,441,221,1,8700,8700,532b4acf-ef27-4604-b694-3af9a49bc80a,efd83958-9965-4b21-af2b-3dd6f253bf52
802,2025-10-07 20:10:32.390747+00,2025-10-07 20:10:32.390747+00,,442,558,1,3000,3000,87999760-3834-4d6b-a843-8645beee2f30,8fc6a08a-a881-4720-93f8-8f3bb75687a6
803,2025-10-07 20:19:21.753592+00,2025-10-07 20:19:21.753592+00,,443,667,3,1400,4200,f639af3b-2d9d-467c-a339-4a958327770f,92e1adc1-c126-479b-ba66-6501425ba120
804,2025-10-07 20:19:21.753592+00,2025-10-07 20:19:21.753592+00,,443,991,3,500,1500,74171350-bf33-4bf5-accc-d77057117dfc,92e1adc1-c126-479b-ba66-6501425ba120
805,2025-10-07 20:19:21.753592+00,2025-10-07 20:19:21.753592+00,,443,678,1,1400,1400,e469295c-5f44-40b1-a16f-5179be2378a9,92e1adc1-c126-479b-ba66-6501425ba120
806,2025-10-07 20:20:32.02591+00,2025-10-07 20:20:32.02591+00,,444,962,1,13900,13900,cf6b7152-b365-4c4e-b065-b205478ea4ad,db135918-124c-45e4-a549-dd1e5194e1c2
807,2025-10-07 20:27:43.912134+00,2025-10-07 20:27:43.912134+00,,445,673,2,1900,3800,58be5180-7491-4aeb-a7f4-407e8c6e9f6d,c27e70e5-9304-4882-96a1-c753195d6549
808,2025-10-07 20:34:11.850054+00,2025-10-07 20:34:11.850054+00,,446,732,4,1400,5600,6505e854-e751-4649-abea-8c1f08d64d8b,def576d5-40c5-40d8-a42a-54655e240e33
809,2025-10-07 20:34:11.850054+00,2025-10-07 20:34:11.850054+00,,446,11,1,1000,1000,07f5f30b-6a0e-4932-9e7e-654785b91871,def576d5-40c5-40d8-a42a-54655e240e33
810,2025-10-07 20:36:54.218021+00,2025-10-07 20:36:54.218021+00,,447,826,1,7700,7700,ac0185d5-c465-41d1-9ad3-d305709a5fe4,d2d0ac49-9b51-446a-ab3a-9b67f44a7ef8
811,2025-10-07 20:36:54.218021+00,2025-10-07 20:36:54.218021+00,,447,469,3,7700,23100,8729e0aa-483a-49b1-bd7e-487b6636662d,d2d0ac49-9b51-446a-ab3a-9b67f44a7ef8
812,2025-10-07 20:38:51.841738+00,2025-10-07 20:38:51.841738+00,,448,982,1,2700,2700,2a29962a-66eb-4153-ad9c-b13061cfdfc5,a6863375-4172-4960-81b8-83e61a2c9d3a
813,2025-10-07 20:41:13.833498+00,2025-10-07 20:41:13.833498+00,,449,634,1,2700,2700,3ce7242f-d7aa-4ebf-b80a-2e6b42cabc67,c6212ee5-3e4e-4da2-838c-004f4ed95048
814,2025-10-07 20:44:43.768241+00,2025-10-07 20:44:43.768241+00,,450,849,1,600,600,870c1ae7-d56a-464f-b7aa-252e91bc7207,ff8fd9c6-b316-404d-aec4-dfe01ee17dcd
815,2025-10-07 20:54:42.610878+00,2025-10-07 20:54:42.610878+00,,451,643,3,1300,3900,4f03dfdc-52a5-461f-9640-d9af477aa64b,38fb50c2-1e4e-40e9-8e1a-9606ef95193d
816,2025-10-07 20:54:42.610878+00,2025-10-07 20:54:42.610878+00,,451,946,15,187,2805,2ac95b7c-5248-4443-9cb5-506498eeb8e2,38fb50c2-1e4e-40e9-8e1a-9606ef95193d
817,2025-10-07 20:55:16.83108+00,2025-10-07 20:55:16.83108+00,,452,656,2,900,1800,6cf75589-d3de-4594-98c1-1f1a18ff0c74,8947aa56-12a0-4ea2-a5c0-aeda3942d32c
818,2025-10-07 20:59:22.435361+00,2025-10-07 20:59:22.435361+00,,453,664,5,900,4500,93a79eb2-cc43-404c-b325-952e1c88b88b,9df53034-56e9-44a9-9ea7-58a8e8245fbb
819,2025-10-07 20:59:30.219681+00,2025-10-07 20:59:30.219681+00,,454,644,1,3300,3300,c125f351-b35c-442d-8fae-af4173f45c0b,2fd215ce-a0cf-451b-9d46-2ea426fc2781
820,2025-10-07 21:00:17.618379+00,2025-10-07 21:00:17.618379+00,,455,872,3,2500,7500,0e0cf10e-8a67-427a-ac38-481d29f3e564,2759abe4-2acc-4413-b15c-1af20ee782d7
823,2025-10-07 21:36:36.599497+00,2025-10-07 21:36:36.599497+00,,457,431,2,2700,5400,8003d9d1-0ccb-40fd-8639-29ca29005d40,0bf80fdd-7e55-4b61-8855-f2890cccffb4
824,2025-10-07 21:43:36.364835+00,2025-10-07 21:43:36.364835+00,,458,280,3,14500,43500,ccd2c7f8-2e8f-49c1-bee4-2ddd93068a93,4605cc9b-d479-4c9e-b874-8028a5d73088
825,2025-10-07 21:45:04.835111+00,2025-10-07 21:45:04.835111+00,,459,835,4,2000,8000,1c52b981-d7bc-4cf2-93a6-adb8ff1be560,e9aa9694-c8ee-4b7a-96d2-a843f79fdb3e
826,2025-10-07 21:48:05.124237+00,2025-10-07 21:48:05.124237+00,,460,1051,3,1400,4200,45b3c829-09f0-498d-aef2-c0ea854e3886,71c36a68-21e6-4a9f-849d-54f5af71d0a5
827,2025-10-07 21:49:15.555637+00,2025-10-07 21:49:15.555637+00,,461,1004,5,550,2750,dd6aa975-84bc-46ee-bbd8-e194bef4ca5f,b77bfc85-82fe-4869-8241-43150232ea4d
828,2025-10-07 21:50:50.124568+00,2025-10-07 21:50:50.124568+00,,462,374,1,1400,1400,4613cb47-e2e3-4cff-9542-771f2a96c9de,95f246bd-0169-4077-aaf1-8497bc044ea2
829,2025-10-07 21:51:49.12187+00,2025-10-07 21:51:49.12187+00,,463,629,6,1800,10800,42bfb19c-2d8e-4589-a5a3-567c933ebc05,8b69fc1c-0c5a-4e80-af79-c301020a7444
830,2025-10-07 21:52:07.276843+00,2025-10-07 21:52:07.276843+00,,464,667,4,1400,5600,8caf3d29-a611-4bf4-856e-263f29329647,97c7cd70-711f-4608-a78b-47d9df930da1
831,2025-10-07 21:55:29.101645+00,2025-10-07 21:55:29.101645+00,,465,436,4,500,2000,8e6557f4-b815-4013-854b-dbbce5bbb7a4,eaa73d4f-0da2-4cea-8df1-f0721f660011
832,2025-10-07 21:57:32.807354+00,2025-10-07 21:57:32.807354+00,,466,384,1,52500,52500,3e952ce3-0141-474f-b07e-cd022004a83f,c4e4ed6a-fb4d-41d5-9458-4a6df00f4c86
833,2025-10-07 21:59:16.719617+00,2025-10-07 21:59:16.719617+00,,467,354,1,4700,4700,ac893e01-00e1-4fe5-b0e5-a4b52e82cc53,0d8fa60f-c4c8-403c-9f5d-1940f2918d67
834,2025-10-07 22:04:05.869334+00,2025-10-07 22:04:05.869334+00,,468,841,1,5000,5000,aa5ef97f-17d3-413d-8f83-c41a9ec84ad2,76419ef3-5ba3-417f-846c-d01eee182eb1
835,2025-10-07 22:13:15.701942+00,2025-10-07 22:13:15.701942+00,,469,179,10,760,7600,35a5914f-5e1b-4f72-b0ac-4d88c18bbed5,d3115e7c-5a22-4186-bf07-f75eac5be6fa
836,2025-10-07 22:18:46.762467+00,2025-10-07 22:18:46.762467+00,,470,733,10,2800,28000,c3ce20c9-9837-45a0-aac1-0537f67199af,6189079b-5ae9-4d73-bf88-8c41d65f4065
837,2025-10-07 22:18:46.762467+00,2025-10-07 22:18:46.762467+00,,470,179,5,800,4000,3bdecda5-b637-4737-a7d0-d7700eb13deb,6189079b-5ae9-4d73-bf88-8c41d65f4065
838,2025-10-07 22:18:46.762467+00,2025-10-07 22:18:46.762467+00,,470,915,1,4900,4900,e7003c10-6d64-4cdb-bd33-0e4c352a9706,6189079b-5ae9-4d73-bf88-8c41d65f4065
839,2025-10-07 22:18:46.762467+00,2025-10-07 22:18:46.762467+00,,470,467,1,2800,2800,152a1627-6a08-4a40-9dce-162804801907,6189079b-5ae9-4d73-bf88-8c41d65f4065
840,2025-10-07 22:18:46.762467+00,2025-10-07 22:18:46.762467+00,,470,836,1,4500,4500,65ecb3cd-57a0-4198-a8f4-aa79af49ec40,6189079b-5ae9-4d73-bf88-8c41d65f4065
841,2025-10-07 22:18:46.762467+00,2025-10-07 22:18:46.762467+00,,470,436,4,500,2000,b438658d-0320-49b7-ac40-6f188ed6a06e,6189079b-5ae9-4d73-bf88-8c41d65f4065
842,2025-10-07 22:18:46.762467+00,2025-10-07 22:18:46.762467+00,,470,640,1,1200,1200,3fa98d9c-5f24-4c44-a701-d968d6300a18,6189079b-5ae9-4d73-bf88-8c41d65f4065
843,2025-10-07 22:18:46.762467+00,2025-10-07 22:18:46.762467+00,,470,641,1,1400,1400,937d136c-5006-4f7e-bb31-c74a8c30b20c,6189079b-5ae9-4d73-bf88-8c41d65f4065
844,2025-10-07 22:18:46.762467+00,2025-10-07 22:18:46.762467+00,,470,231,1,1900,1900,2e80e0e5-d1f1-45a4-a489-2a897b32e9bd,6189079b-5ae9-4d73-bf88-8c41d65f4065
845,2025-10-07 22:18:46.762467+00,2025-10-07 22:18:46.762467+00,,470,1053,1,1000,1000,415a8dbd-31cd-4b81-8171-c1a12ee04a2a,6189079b-5ae9-4d73-bf88-8c41d65f4065
846,2025-10-07 22:21:06.999409+00,2025-10-07 22:21:06.999409+00,,471,679,3,1400,4200,5593b323-460e-41d2-8ef7-451cb79beb81,dfa1217e-5f23-4551-aba8-12bca459f8c0
847,2025-10-07 22:21:06.999409+00,2025-10-07 22:21:06.999409+00,,471,991,5,500,2500,55a28e14-f12f-4df9-b275-2b3ecd0e2d56,dfa1217e-5f23-4551-aba8-12bca459f8c0
848,2025-10-07 22:21:06.999409+00,2025-10-07 22:21:06.999409+00,,471,11,10,90,900,9558c9e0-3a22-4e22-a260-27da901b2bdf,dfa1217e-5f23-4551-aba8-12bca459f8c0
849,2025-10-07 22:29:21.094537+00,2025-10-07 22:29:21.094537+00,,472,471,9,1400,12600,adcbd320-1172-4016-a578-538a802fdddf,c7b4a01c-5405-40ca-b317-37ab8dd24351
852,2025-10-07 22:33:42.023511+00,2025-10-07 22:33:42.023511+00,,474,1010,6,1900,11400,abc5a168-c48d-453b-a157-dcdc9cb87338,284104d6-967c-492b-89ae-3d9d2b83bb2b
853,2025-10-07 22:42:05.711092+00,2025-10-07 22:42:05.711092+00,,475,160,3,2500,7500,d16c7459-44fd-4e5d-b52f-0f5ba44b8da1,951d6448-5e7e-407a-85d6-e19aea862977
854,2025-10-07 22:43:18.146428+00,2025-10-07 22:43:18.146428+00,,476,12,10,100,1000,e6061ef2-02e3-4bb8-acaf-8af4549f7cab,91b8a28e-bb99-459c-89a7-90f82a6085a7
855,2025-10-07 22:43:18.146428+00,2025-10-07 22:43:18.146428+00,,476,746,1,8400,8400,d3e6f441-12ec-413f-81ef-16c423cdc5c1,91b8a28e-bb99-459c-89a7-90f82a6085a7
856,2025-10-07 22:44:53.151944+00,2025-10-07 22:44:53.151944+00,,477,780,2,2900,5800,1c6a9bfd-696c-49b7-8de9-352480cf26ce,20ebfab0-037e-4053-9c47-7b90d84b1875
857,2025-10-07 22:49:04.098376+00,2025-10-07 22:49:04.098376+00,,478,634,1,2700,2700,88089047-54db-4b99-9941-3d5f5bd4b240,8d17b34b-35f6-4f78-92c2-af40f72d3c42
858,2025-10-07 22:55:50.677435+00,2025-10-07 22:55:50.677435+00,,479,590,10,360,3600,0375b291-8e6e-4681-8e23-dcbee2ca5e67,98bb11a6-22f0-4cca-9402-fed11941faf3
859,2025-10-07 22:55:50.677435+00,2025-10-07 22:55:50.677435+00,,479,780,2,2900,5800,c84f6dc4-0bec-4fc5-8c21-f716e42085ed,98bb11a6-22f0-4cca-9402-fed11941faf3
860,2025-10-07 22:55:50.677435+00,2025-10-07 22:55:50.677435+00,,479,160,1,2500,2500,605981da-8436-4b8f-8aaf-5c256556c1d2,98bb11a6-22f0-4cca-9402-fed11941faf3
861,2025-10-07 22:55:50.677435+00,2025-10-07 22:55:50.677435+00,,479,594,1,6300,6300,4a1f9165-9dab-4ebe-be20-5271ce724c92,98bb11a6-22f0-4cca-9402-fed11941faf3
862,2025-10-07 22:56:47.896878+00,2025-10-07 22:56:47.896878+00,,480,715,1,12000,12000,f4b04f3b-dc71-42de-9c10-d8bee6a1dfe9,c6cb856e-a765-48e5-a9cb-75c60db0d8fc
863,2025-10-07 22:59:10.887798+00,2025-10-07 22:59:10.887798+00,,481,422,1,15900,15900,a4496cf3-5b0d-4d80-a59c-01b1af6b33b4,ec60d463-cbfb-4fdb-9150-aab3acda6fe2
864,2025-10-07 23:03:16.697563+00,2025-10-07 23:03:16.697563+00,,482,886,10,150,1500,4db7c2eb-38a6-408c-abe0-820515d00635,f95fd78d-367b-4c7b-8e8c-d5b096391f34
865,2025-10-07 23:13:29.784601+00,2025-10-07 23:13:29.784601+00,,483,680,3,2000,6000,1d8ed10c-bbbb-4b20-a1f5-917018c3ea95,fd3c12e7-f5ce-4ecb-9177-3c0de8de2aef
866,2025-10-08 00:30:55.214131+00,2025-10-08 00:30:55.214131+00,,484,872,2,2500,5000,e82f54ca-269d-49d6-9fd5-472d93ecb63f,ac4e0462-1096-4fbf-8c2b-d511bb0df92f
867,2025-10-08 01:13:53.36425+00,2025-10-08 01:13:53.36425+00,,485,866,10,430,4300,7896f8f6-2af8-4472-9bf8-bfb449449e85,802d4056-de0c-421f-a200-75aab4b1c30c
868,2025-10-08 01:14:52.097737+00,2025-10-08 01:14:52.097737+00,,486,331,6,400,2400,78752e2e-db2b-43e6-a235-58ec287e08c9,10ff2c6c-a4eb-4231-af8d-3a8c6d9d0772
869,2025-10-08 01:18:22.53518+00,2025-10-08 01:18:22.53518+00,,487,649,2,1000,2000,8e0910ac-2a8c-4d74-a95f-dee85057f35e,f362d85d-2e22-47d1-87bb-5708e624add7
870,2025-10-08 01:18:22.53518+00,2025-10-08 01:18:22.53518+00,,487,582,1,5900,5900,17f77ecf-5163-4d03-9ef8-188c138131f3,f362d85d-2e22-47d1-87bb-5708e624add7
871,2025-10-08 14:51:30.650708+00,2025-10-08 14:51:30.650708+00,,488,670,1,4800,4800,66e2fa6b-1d2b-4eab-a990-b3f14ca9512f,54c17a63-d184-4842-9d7c-e41ae7b26ccc
872,2025-10-08 14:56:25.004924+00,2025-10-08 14:56:25.004924+00,,489,11,3,900,2700,aef4cf98-a555-4b21-9d48-bc62b569ed8c,7fac4c68-dd86-47e4-9d87-028ba3e5a77a
873,2025-10-08 15:03:25.799427+00,2025-10-08 15:03:25.799427+00,,490,11,1,900,900,2caf1406-92e1-4729-8cb8-a4ad95a33718,7460fd36-14ed-476f-90ef-f496c21e8d2b
874,2025-10-08 15:08:46.973518+00,2025-10-08 15:08:46.973518+00,,491,593,1,5700,5700,4787718f-c3cb-46f4-8074-444957319818,b1fd1451-6d32-450a-9b71-fa20cd392fda
875,2025-10-08 15:08:46.973518+00,2025-10-08 15:08:46.973518+00,,491,395,4,600,2400,f6bec00e-295d-4d28-a995-571b48b6cd7d,b1fd1451-6d32-450a-9b71-fa20cd392fda
876,2025-10-08 15:08:46.973518+00,2025-10-08 15:08:46.973518+00,,491,639,7,300,2100,39006306-edf9-41c3-915a-d8fb52c91445,b1fd1451-6d32-450a-9b71-fa20cd392fda
877,2025-10-08 15:08:46.973518+00,2025-10-08 15:08:46.973518+00,,491,672,4,1900,7600,5886895e-85db-4ff1-8038-a52345dd3ef1,b1fd1451-6d32-450a-9b71-fa20cd392fda
878,2025-10-08 15:08:46.973518+00,2025-10-08 15:08:46.973518+00,,491,866,1,4300,4300,554a342f-6af9-4b1b-a0fc-479ebe427f3b,b1fd1451-6d32-450a-9b71-fa20cd392fda
879,2025-10-08 15:12:41.357026+00,2025-10-08 15:12:41.357026+00,,492,294,1,11900,11900,c8fbddc2-02f2-470a-9714-1befbf1a2c80,bde310e9-0cb2-4ee3-bebb-d3ccacdc8b5c
