id,created_at,updated_at,deleted_at,numero_factura,fecha_emision,vendedor_id,cliente_id,subtotal,iva,total,estado,metodo_pago,uuid
256,2025-10-04 17:25:04.364829+00,2025-10-04 17:25:04.364829+00,,FAC-1255,2025-10-04 17:25:04.357376+00,3,3,15500,0,15500,Pagada,efectivo,da8fca29-4b6c-4fb0-85f0-0c6340a030f0
257,2025-10-04 17:28:08.505379+00,2025-10-04 17:28:08.505379+00,,FAC-1256,2025-10-04 17:28:08.501566+00,3,1,13900,0,13900,Pagada,efectivo,9514d7e7-4afc-4ddc-96a1-8035cfb2b64a
258,2025-10-04 17:52:54.954315+00,2025-10-04 17:52:54.954315+00,,FAC-1257,2025-10-04 17:52:54.950363+00,3,1,4900,0,4900,Pagada,efectivo,85aceb35-2d91-41b1-9b81-260d81d6f131
259,2025-10-04 18:00:39.282825+00,2025-10-04 18:00:39.282825+00,,FAC-1258,2025-10-04 18:00:39.278811+00,3,1,2800,0,2800,Pagada,efectivo,68228100-9e49-48d5-a263-a3cae766ff4e
260,2025-10-04 18:03:45.915598+00,2025-10-04 18:03:45.915598+00,,FAC-1259,2025-10-04 18:03:45.910901+00,1,1,2600,0,2600,Pagada,efectivo,de4fcb7c-dba1-4693-a742-29d31c6eeb8c
265,2025-10-04 18:40:33.910982+00,2025-10-04 18:40:33.910982+00,,FAC-1264,2025-10-04 18:40:33.905573+00,1,1,1400,0,1400,Pagada,efectivo,89058645-9f2c-4829-827d-6121f7726f03
267,2025-10-04 19:30:17.636109+00,2025-10-04 19:30:17.636109+00,,FAC-1266,2025-10-04 19:30:17.628041+00,1,1,19700,0,19700,Pagada,efectivo,6b446e6e-a674-4b03-b4bd-2e432652aa46
268,2025-10-04 19:33:50.197898+00,2025-10-04 19:33:50.197898+00,,FAC-1267,2025-10-04 19:33:50.1944+00,1,1,11850,0,11850,Pagada,efectivo,d8716579-a15e-4942-a966-413f5619b47b
269,2025-10-04 19:44:08.429945+00,2025-10-04 19:44:08.429945+00,,FAC-1268,2025-10-04 19:44:08.420248+00,1,1,14600,0,14600,Pagada,efectivo,22147793-4df9-4546-8333-029d2dd9579a
270,2025-10-04 19:49:13.572917+00,2025-10-04 19:49:13.572917+00,,FAC-1269,2025-10-04 19:49:13.564138+00,1,1,8000,0,8000,Pagada,efectivo,675566ec-81f3-439e-9816-9c7ea5eeba2e
271,2025-10-04 19:56:40.391889+00,2025-10-04 19:56:40.391889+00,,FAC-1270,2025-10-04 19:56:40.388013+00,1,1,8400,0,8400,Pagada,efectivo,5fa70902-21bb-4f73-869f-8c86e36e4055
272,2025-10-04 20:04:02.628779+00,2025-10-04 20:04:02.628779+00,,FAC-1271,2025-10-04 20:04:02.62069+00,1,1,24800,0,24800,Pagada,efectivo,caf468cd-4c02-4bb6-8ba6-d9d19bd977fc
273,2025-10-04 20:05:48.89244+00,2025-10-04 20:05:48.89244+00,,FAC-1272,2025-10-04 20:05:48.88521+00,1,1,9100,0,9100,Pagada,efectivo,619242b4-68a4-48c3-bf69-1f42c6bc2000
274,2025-10-04 20:23:41.71819+00,2025-10-04 20:23:41.71819+00,,FAC-1273,2025-10-04 20:23:41.709917+00,1,1,63100,0,63100,Pagada,efectivo,148635b7-0187-46b3-8396-a34f7f65b888
275,2025-10-04 20:26:32.905572+00,2025-10-04 20:26:32.905572+00,,FAC-1274,2025-10-04 20:26:32.901016+00,1,1,2000,0,2000,Pagada,efectivo,d06cee6d-e202-4bda-8cc3-a8aea6b6ed50
276,2025-10-04 20:28:38.547254+00,2025-10-04 20:28:38.547254+00,,FAC-1275,2025-10-04 20:28:38.54107+00,1,1,15000,0,15000,Pagada,efectivo,2754c123-b4df-4226-a7a1-7a851c889ee8
277,2025-10-04 20:32:30.344902+00,2025-10-04 20:32:30.344902+00,,FAC-1276,2025-10-04 20:32:30.340269+00,1,1,6000,0,6000,Pagada,efectivo,793def51-3352-44af-8fcb-bfbfbfdd6db4
279,2025-10-04 20:38:53.144942+00,2025-10-04 20:38:53.144942+00,,FAC-1278,2025-10-04 20:38:53.140524+00,1,1,20900,0,20900,Pagada,efectivo,6ff37611-7759-4e58-ad28-913b446e3020
280,2025-10-04 20:47:04.066053+00,2025-10-04 20:47:04.066053+00,,FAC-1279,2025-10-04 20:47:04.061803+00,1,1,8700,0,8700,Pagada,efectivo,2f49f065-e854-4daf-ad06-2d5c2bb2fd84
281,2025-10-04 21:06:40.516348+00,2025-10-04 21:06:40.516348+00,,FAC-1280,2025-10-04 21:06:40.510848+00,1,1,5000,0,5000,Pagada,efectivo,09582716-bf4e-4074-a125-3d398ec6ff27
282,2025-10-04 21:11:41.637071+00,2025-10-04 21:11:41.637071+00,,FAC-1281,2025-10-04 21:11:41.631063+00,1,1,8900,0,8900,Pagada,efectivo,fec82575-d6ce-41ab-a5bf-bf8ad7163c5a
283,2025-10-04 21:18:29.600251+00,2025-10-04 21:18:29.600251+00,,FAC-1282,2025-10-04 21:18:29.598275+00,1,1,5400,0,5400,Pagada,efectivo,29678469-9040-4397-b75b-b6610fa1892f
284,2025-10-04 21:20:15.102143+00,2025-10-04 21:20:15.102143+00,,FAC-1283,2025-10-04 21:20:15.095083+00,1,1,2800,0,2800,Pagada,efectivo,ca82ee97-5430-4408-9285-0b5a40c05671
285,2025-10-04 21:23:54.269199+00,2025-10-04 21:23:54.269199+00,,FAC-1284,2025-10-04 21:23:54.26313+00,1,1,6900,0,6900,Pagada,efectivo,adb93fdb-1abf-44dd-93d4-cd8444e19ce1
286,2025-10-04 21:35:22.701196+00,2025-10-04 21:35:22.701196+00,,FAC-1285,2025-10-04 21:35:22.696338+00,1,1,6700,0,6700,Pagada,efectivo,f1da2eb8-431a-4eba-9055-78396e28aa62
287,2025-10-04 21:37:17.329801+00,2025-10-04 21:37:17.329801+00,,FAC-1286,2025-10-04 21:37:17.322888+00,1,1,2000,0,2000,Pagada,efectivo,fb20220e-234d-45a9-bbfd-17c49f91d326
288,2025-10-04 21:43:30.212382+00,2025-10-04 21:43:30.212382+00,,FAC-1287,2025-10-04 21:43:30.205589+00,1,1,11400,0,11400,Pagada,efectivo,f3fe984c-4777-4a15-ad17-7beddb2b912c
289,2025-10-04 21:49:30.539658+00,2025-10-04 21:49:30.539658+00,,FAC-1288,2025-10-04 21:49:30.535224+00,1,1,19700,0,19700,Pagada,efectivo,8130123e-f1c3-4964-a26c-069799ee0c7f
290,2025-10-04 21:50:33.83009+00,2025-10-04 21:50:33.83009+00,,FAC-1289,2025-10-04 21:50:33.824666+00,1,1,3600,0,3600,Pagada,efectivo,da12c35a-4420-435f-bad6-c40a70d54f77
291,2025-10-04 21:58:27.993531+00,2025-10-04 21:58:27.993531+00,,FAC-1290,2025-10-04 21:58:27.98858+00,1,1,17300,0,17300,Pagada,efectivo,3cb6f7cc-b09e-432d-b8ab-607f14eeac10
292,2025-10-04 21:59:01.697092+00,2025-10-04 21:59:01.697092+00,,FAC-1291,2025-10-04 21:59:01.692049+00,1,1,2900,0,2900,Pagada,efectivo,8249a8c8-cf5c-409c-a471-7d5ca27cc6ac
293,2025-10-04 22:14:57.363353+00,2025-10-04 22:14:57.363353+00,,FAC-1292,2025-10-04 22:14:57.3594+00,1,1,17900,0,17900,Pagada,efectivo,1d74b54a-29de-424a-8a9f-53a09403c9c5
295,2025-10-04 22:23:35.185788+00,2025-10-04 22:23:35.185788+00,,FAC-1294,2025-10-04 22:23:35.17876+00,1,1,4300,0,4300,Pagada,efectivo,227afee8-e070-47f3-b7c8-faca405e1940
296,2025-10-04 22:44:27.161537+00,2025-10-04 22:44:27.161537+00,,FAC-1295,2025-10-04 22:44:27.156023+00,1,1,6600,0,6600,Pagada,efectivo,5acf2491-fad0-4f6d-b05a-e1cf62bb786a
297,2025-10-04 22:47:14.502753+00,2025-10-04 22:47:14.502753+00,,FAC-1296,2025-10-04 22:47:14.495682+00,1,1,2600,0,2600,Pagada,efectivo,bb3be5cf-0779-4a1c-bdf2-046cdd288cec
298,2025-10-04 22:48:00.685108+00,2025-10-04 22:48:00.685108+00,,FAC-1297,2025-10-04 22:48:00.679835+00,1,1,8400,0,8400,Pagada,efectivo,1a63901d-8af8-4f50-a79f-14e422e22bec
299,2025-10-04 22:51:42.040863+00,2025-10-04 22:51:42.040863+00,,FAC-1298,2025-10-04 22:51:42.032903+00,1,1,3200,0,3200,Pagada,efectivo,4feca58d-bd99-4c6a-ba89-fc2ebe27fb66
302,2025-10-04 23:01:44.778015+00,2025-10-04 23:01:44.778015+00,,FAC-1301,2025-10-04 23:01:44.769417+00,1,1,16100,0,16100,Pagada,efectivo,824af595-4676-4ecf-905b-2491be732836
303,2025-10-04 23:31:49.561702+00,2025-10-04 23:31:49.561702+00,,FAC-1302,2025-10-04 23:31:49.555986+00,1,1,11700,0,11700,Pagada,efectivo,0fb216c7-13d8-43cd-995e-292dc1e344ee
304,2025-10-04 23:36:32.960224+00,2025-10-04 23:36:32.960224+00,,FAC-1303,2025-10-04 23:36:32.956128+00,1,1,11900,0,11900,Pagada,efectivo,4b756100-adb0-4e38-9b09-a15a4f5e0e04
305,2025-10-04 23:46:31.669433+00,2025-10-04 23:46:31.669433+00,,FAC-1304,2025-10-04 23:46:31.661681+00,1,1,2400,0,2400,Pagada,efectivo,cfd4ba17-8795-4403-99bb-bb8d6823bcef
307,2025-10-04 23:52:44.123163+00,2025-10-04 23:52:44.123163+00,,FAC-1306,2025-10-04 23:52:44.118402+00,1,1,1900,0,1900,Pagada,efectivo,f59ff313-c9c9-4aca-8483-3f3f9361acf3
308,2025-10-04 23:53:37.859131+00,2025-10-04 23:53:37.859131+00,,FAC-1307,2025-10-04 23:53:37.854449+00,1,1,3300,0,3300,Pagada,efectivo,5adb3eec-bf77-45f5-88af-f7931c0e2a1e
309,2025-10-04 23:56:31.193421+00,2025-10-04 23:56:31.193421+00,,FAC-1308,2025-10-04 23:56:31.189187+00,1,1,16900,0,16900,Pagada,efectivo,25b23ccf-4973-4004-9457-1ede27641ce6
310,2025-10-05 00:23:32.686272+00,2025-10-05 00:23:32.686272+00,,FAC-1309,2025-10-05 00:23:32.680218+00,1,1,90400,0,90400,Pagada,efectivo,ff96a067-4722-4159-8766-f05685ef33e9
312,2025-10-05 00:49:12.670912+00,2025-10-05 00:49:12.670912+00,,FAC-1311,2025-10-05 00:49:12.664589+00,1,1,26600,0,26600,Pagada,efectivo,d7e40880-9c8d-4df8-a30f-872ea7ff49ef
313,2025-10-05 00:55:27.845603+00,2025-10-05 00:55:27.845603+00,,FAC-1312,2025-10-05 00:55:27.840906+00,1,1,21000,0,21000,Pagada,efectivo,ee6365e1-4961-4b95-ac7e-c552c863f8a6
314,2025-10-05 01:00:21.645661+00,2025-10-05 01:00:21.645661+00,,FAC-1313,2025-10-05 01:00:21.641428+00,1,1,10500,0,10500,Pagada,efectivo,6d93e71b-67da-4a2f-b79f-8da31a9addb0
315,2025-10-05 01:01:02.093664+00,2025-10-05 01:01:02.093664+00,,FAC-1314,2025-10-05 01:01:02.089504+00,1,1,5900,0,5900,Pagada,efectivo,f9ec2e05-f5a5-4b35-b1de-8bfb6d8895df
316,2025-10-05 01:02:01.263667+00,2025-10-05 01:02:01.263667+00,,FAC-1315,2025-10-05 01:02:01.25784+00,1,1,5800,0,5800,Pagada,efectivo,a6744a62-b138-45b3-a6b8-e93d8aa35ed1
317,2025-10-05 01:04:43.418167+00,2025-10-05 01:04:43.418167+00,,FAC-1316,2025-10-05 01:04:43.41707+00,1,1,4000,0,4000,Pagada,efectivo,1db013fd-0512-4129-a1f7-0cd6afd960c5
318,2025-10-05 01:11:37.71462+00,2025-10-05 01:11:37.71462+00,,FAC-1317,2025-10-05 01:11:37.707015+00,1,1,4000,0,4000,Pagada,efectivo,17564431-aecd-4ed0-b080-88f9232e457f
319,2025-10-05 01:15:14.327953+00,2025-10-05 01:15:14.327953+00,,FAC-1318,2025-10-05 01:15:14.322739+00,1,1,7800,0,7800,Pagada,efectivo,2825227e-1612-4f11-8305-cefa507bf0d3
320,2025-10-05 01:19:22.497931+00,2025-10-05 01:19:22.497931+00,,FAC-1319,2025-10-05 01:19:22.490777+00,1,1,3500,0,3500,Pagada,efectivo,89eda5c1-c71f-480c-a72e-655790b6cc4d
321,2025-10-05 01:23:09.437863+00,2025-10-05 01:23:09.437863+00,,FAC-1320,2025-10-05 01:23:09.433834+00,1,1,5000,0,5000,Pagada,efectivo,e948b460-be87-45b5-8bad-5c426612f6a3
322,2025-10-05 01:23:28.192716+00,2025-10-05 01:23:28.192716+00,,FAC-1321,2025-10-05 01:23:28.186979+00,1,1,4000,0,4000,Pagada,efectivo,8abde0a1-3ff8-4cb1-82c7-cf9da3460076
323,2025-10-06 14:44:52.230035+00,2025-10-06 14:44:52.230035+00,,FAC-1322,2025-10-06 14:44:52.213709+00,1,1,5900,0,5900,Pagada,efectivo,a7bbc572-6a46-47f2-b310-ebddf01b0313
324,2025-10-06 14:59:37.824363+00,2025-10-06 14:59:37.824363+00,,FAC-1323,2025-10-06 14:59:37.821618+00,1,1,4300,0,4300,Pagada,efectivo,10c73357-a859-4019-bcc3-f3994a6d29d5
326,2025-10-06 15:11:13.71228+00,2025-10-06 15:11:13.71228+00,,FAC-1325,2025-10-06 15:11:13.70426+00,1,1,3000,0,3000,Pagada,efectivo,6f4ec0c4-ba1b-434e-b364-bf51baf5383d
327,2025-10-06 15:20:27.386169+00,2025-10-06 15:20:27.386169+00,,FAC-1326,2025-10-06 15:20:27.383676+00,1,1,8100,0,8100,Pagada,efectivo,9717839b-270a-43fb-96ca-2604660d7935
328,2025-10-06 15:28:31.288763+00,2025-10-06 15:28:31.288763+00,,FAC-1327,2025-10-06 15:28:31.281012+00,1,1,3900,0,3900,Pagada,efectivo,1c2685e5-4ecc-4291-9bcb-42bde2243e91
329,2025-10-06 15:44:25.11665+00,2025-10-06 15:44:25.11665+00,,FAC-1328,2025-10-06 15:44:25.111779+00,1,1,20800,0,20800,Pagada,efectivo,5fd6f033-de51-4598-b7f5-3e5613a247dd
331,2025-10-06 15:55:28.077278+00,2025-10-06 15:55:28.077278+00,,FAC-1330,2025-10-06 15:55:28.072403+00,1,1,3900,0,3900,Pagada,efectivo,06b7c173-bc9c-4b36-909a-cfee0dd6e092
332,2025-10-06 16:08:08.887398+00,2025-10-06 16:08:08.887398+00,,FAC-1331,2025-10-06 16:08:08.883142+00,1,1,34800,0,34800,Pagada,efectivo,dd90d5b7-1437-489e-b8fc-b58a0436f7eb
333,2025-10-06 16:10:49.127259+00,2025-10-06 16:10:49.127259+00,,FAC-1332,2025-10-06 16:10:49.121667+00,1,1,9700,0,9700,Pagada,efectivo,d33b3582-5c8c-4277-96f2-5c6ef01cf374
334,2025-10-06 16:12:09.743192+00,2025-10-06 16:12:09.743192+00,,FAC-1333,2025-10-06 16:12:09.737879+00,1,1,1000,0,1000,Pagada,efectivo,01506b6d-cbe4-40b4-919f-f562a77675c4
336,2025-10-06 16:23:27.994296+00,2025-10-06 16:23:27.994296+00,,FAC-1335,2025-10-06 16:23:27.987705+00,1,1,5200,0,5200,Pagada,transferencia,4d965401-8a66-4db0-88e2-56c3d1c2e76f
337,2025-10-06 16:33:17.854567+00,2025-10-06 16:33:17.854567+00,,FAC-1336,2025-10-06 16:33:17.849837+00,1,1,20000,0,20000,Pagada,transferencia,3d1ecc95-e517-4d09-af69-1c8b03dad2de
338,2025-10-06 16:34:30.87227+00,2025-10-06 16:34:30.87227+00,,FAC-1337,2025-10-06 16:34:30.867233+00,1,1,2800,0,2800,Pagada,transferencia,1ca38e01-b985-4f27-9348-e0377dcbf440
339,2025-10-06 16:43:20.498612+00,2025-10-06 16:43:20.498612+00,,FAC-1338,2025-10-06 16:43:20.49186+00,1,1,13500,0,13500,Pagada,efectivo,d696c409-1e68-4187-ad7e-af493a151354
340,2025-10-06 16:47:23.695746+00,2025-10-06 16:47:23.695746+00,,FAC-1339,2025-10-06 16:47:23.690098+00,1,1,4300,0,4300,Pagada,efectivo,cdd4c2c6-ec3b-4426-89d2-9493205fcc30
341,2025-10-06 16:53:47.4556+00,2025-10-06 16:53:47.4556+00,,FAC-1340,2025-10-06 16:53:47.450181+00,1,1,8400,0,8400,Pagada,efectivo,5be81714-a994-4ca2-9736-3a1bf4d04070
342,2025-10-06 16:57:40.464622+00,2025-10-06 16:57:40.464622+00,,FAC-1341,2025-10-06 16:57:40.459391+00,1,1,6900,0,6900,Pagada,efectivo,b780eb9d-416e-40d1-90f0-ef843ad40e7f
347,2025-10-06 17:43:01.290787+00,2025-10-06 17:43:01.290787+00,,FAC-1346,2025-10-06 17:43:01.284452+00,1,1,4800,0,4800,Pagada,efectivo,99a21b95-01aa-44db-a83a-888147ce0c44
348,2025-10-06 17:46:06.896114+00,2025-10-06 17:46:06.896114+00,,FAC-1347,2025-10-06 17:46:06.892153+00,1,1,3500,0,3500,Pagada,efectivo,a5853168-014f-4191-8b90-89ba5e2be496
350,2025-10-06 18:09:30.210733+00,2025-10-06 18:09:30.210733+00,,FAC-1349,2025-10-06 18:09:30.192405+00,1,1,55000,0,55000,Pagada,efectivo,a08c7c50-39df-4f3b-b923-fa5539a656a1
351,2025-10-06 18:17:53.533199+00,2025-10-06 18:17:53.533199+00,,FAC-1350,2025-10-06 18:17:53.527088+00,1,1,13200,0,13200,Pagada,efectivo,7b699f9d-5b4e-4f1b-a16e-5479268f5fbe
352,2025-10-06 18:23:27.217589+00,2025-10-06 18:23:27.217589+00,,FAC-1351,2025-10-06 18:23:27.208791+00,1,1,10800,0,10800,Pagada,efectivo,8099fb21-ba06-4217-b133-740ef3bd0e4e
353,2025-10-06 18:31:40.899257+00,2025-10-06 18:31:40.899257+00,,FAC-1352,2025-10-06 18:31:40.894249+00,1,1,28600,0,28600,Pagada,efectivo,c2e826bd-c017-4087-b53d-66ad953bbc78
355,2025-10-06 18:43:18.179593+00,2025-10-06 18:43:18.179593+00,,FAC-1354,2025-10-06 18:43:18.174353+00,1,1,9900,0,9900,Pagada,efectivo,0e572f34-38c5-4054-8e22-a941336c3bab
356,2025-10-06 18:49:52.645727+00,2025-10-06 18:49:52.645727+00,,FAC-1355,2025-10-06 18:49:52.63965+00,1,1,13500,0,13500,Pagada,efectivo,feef505e-35c4-4af5-916f-b1675324f393
358,2025-10-06 19:02:22.642432+00,2025-10-06 19:02:22.642432+00,,FAC-1357,2025-10-06 19:02:22.633643+00,1,1,19000,0,19000,Pagada,efectivo,d1236ce2-77cb-4700-a310-3f1a0375e56e
359,2025-10-06 19:05:55.525137+00,2025-10-06 19:05:55.525137+00,,FAC-1358,2025-10-06 19:05:55.513587+00,1,1,28800,0,28800,Pagada,efectivo,b083f70f-a130-4de6-8778-b1f5680ea5dc
360,2025-10-06 19:07:00.918106+00,2025-10-06 19:07:00.918106+00,,FAC-1359,2025-10-06 19:07:00.911808+00,1,1,7600,0,7600,Pagada,efectivo,6e53575b-f89b-4625-9955-baf57824208d
361,2025-10-06 19:09:58.381018+00,2025-10-06 19:09:58.381018+00,,FAC-1360,2025-10-06 19:09:58.375493+00,1,1,13800,0,13800,Pagada,efectivo,f03d6e55-af6a-4a26-8a22-9db6978ddec7
363,2025-10-06 19:35:44.493248+00,2025-10-06 19:35:44.493248+00,,FAC-1362,2025-10-06 19:35:44.488565+00,1,1,10800,0,10800,Pagada,efectivo,feede5e1-5ffe-4338-9966-8ca94325b5ec
364,2025-10-06 19:45:49.322215+00,2025-10-06 19:45:49.322215+00,,FAC-1363,2025-10-06 19:45:49.313836+00,1,1,11800,0,11800,Pagada,efectivo,bf7a06ab-d082-465a-8919-b9b303c1afd7
365,2025-10-06 19:46:08.449274+00,2025-10-06 19:46:08.449274+00,,FAC-1364,2025-10-06 19:46:08.442423+00,1,1,8500,0,8500,Pagada,efectivo,9f9857b3-747c-4bec-9d10-97e237ea3b4a
366,2025-10-06 19:47:18.620756+00,2025-10-06 19:47:18.620756+00,,FAC-1365,2025-10-06 19:47:18.616901+00,1,1,2600,0,2600,Pagada,efectivo,75124144-36e5-421d-9b22-9e6c614cc17e
367,2025-10-06 19:51:01.958689+00,2025-10-06 19:51:01.958689+00,,FAC-1366,2025-10-06 19:51:01.954564+00,1,1,13500,0,13500,Pagada,transferencia,f1fa3b04-c00d-4f36-9564-380a2d4b9501
368,2025-10-06 19:55:18.288435+00,2025-10-06 19:55:18.288435+00,,FAC-1367,2025-10-06 19:55:18.283534+00,1,1,2400,0,2400,Pagada,efectivo,ad23f262-bfdb-4db5-9b2f-4500d9b8ee01
369,2025-10-06 20:01:07.423218+00,2025-10-06 20:01:07.423218+00,,FAC-1368,2025-10-06 20:01:07.417382+00,1,1,-1200,0,-1200,Pagada,efectivo,e98cb535-aa2e-4e84-9c70-5aa0f71fa1a9
370,2025-10-06 20:01:52.077689+00,2025-10-06 20:01:52.077689+00,,FAC-1369,2025-10-06 20:01:52.073447+00,1,1,10700,0,10700,Pagada,efectivo,a00bcf4e-86ad-43a4-b852-3b4780302208
371,2025-10-06 20:05:46.142317+00,2025-10-06 20:05:46.142317+00,,FAC-1370,2025-10-06 20:05:46.137665+00,1,1,18400,0,18400,Pagada,efectivo,8125398f-cf29-45de-9c54-75c95e0988cd
373,2025-10-06 20:17:43.742917+00,2025-10-06 20:17:43.742917+00,,FAC-1372,2025-10-06 20:17:43.738874+00,1,1,7200,0,7200,Pagada,efectivo,9b7543fb-2280-49f2-b574-02e90f3e6ca7
375,2025-10-06 20:33:22.574373+00,2025-10-06 20:33:22.574373+00,,FAC-1374,2025-10-06 20:33:22.56283+00,1,1,3600,0,3600,Pagada,efectivo,aba15a91-2a65-4117-80d6-691ce1ce6ab0
376,2025-10-06 20:34:27.751345+00,2025-10-06 20:34:27.751345+00,,FAC-1375,2025-10-06 20:34:27.746752+00,1,1,10500,0,10500,Pagada,efectivo,96b48f2d-ecab-4aae-ad55-14a42fb1b9c2
377,2025-10-06 20:46:59.367809+00,2025-10-06 20:46:59.367809+00,,FAC-1376,2025-10-06 20:46:59.366186+00,1,1,2800,0,2800,Pagada,efectivo,64fb9f41-5dbd-4a99-b35f-97775dc614a0
378,2025-10-06 20:48:46.623299+00,2025-10-06 20:48:46.623299+00,,FAC-1377,2025-10-06 20:48:46.619126+00,1,3,4400,0,4400,Pagada,efectivo,9b2c7396-706c-4f2d-b80c-7b152243ae82
379,2025-10-06 20:51:03.348305+00,2025-10-06 20:51:03.348305+00,,FAC-1378,2025-10-06 20:51:03.343787+00,1,1,3600,0,3600,Pagada,efectivo,10ab7220-158c-4154-90ca-afd1aed06e7e
381,2025-10-06 21:06:56.337256+00,2025-10-06 21:06:56.337256+00,,FAC-1380,2025-10-06 21:06:56.331914+00,1,1,14000,0,14000,Pagada,efectivo,dbc45815-a6c0-4c0a-a89d-d2fd376dfcf2
383,2025-10-06 21:20:05.434719+00,2025-10-06 21:20:05.434719+00,,FAC-1382,2025-10-06 21:20:05.430743+00,1,1,19800,0,19800,Pagada,efectivo,0cdaad20-009d-4ae5-a465-b743dd27a4fc
385,2025-10-06 22:00:43.211303+00,2025-10-06 22:00:43.211303+00,,FAC-1384,2025-10-06 22:00:43.205802+00,1,1,35800,0,35800,Pagada,efectivo,432c77ed-1a27-4bc3-9425-3990ba108d48
386,2025-10-06 22:09:27.361657+00,2025-10-06 22:09:27.361657+00,,FAC-1385,2025-10-06 22:09:27.357886+00,1,1,7800,0,7800,Pagada,efectivo,9319b2a7-ac07-46c8-b38b-23ad2f566349
387,2025-10-06 22:10:47.122078+00,2025-10-06 22:10:47.122078+00,,FAC-1386,2025-10-06 22:10:47.117958+00,3,4,11800,0,11800,Pagada,efectivo,e029d272-f5eb-416b-82cc-6b491b47bff5
388,2025-10-06 22:14:46.154591+00,2025-10-06 22:14:46.154591+00,,FAC-1387,2025-10-06 22:14:46.14995+00,3,1,4900,0,4900,Pagada,efectivo,3696f4b8-e545-4c0f-93e6-f2d528187c7b
389,2025-10-06 22:20:02.581425+00,2025-10-06 22:20:02.581425+00,,FAC-1388,2025-10-06 22:20:02.575675+00,3,1,1500,0,1500,Pagada,efectivo,07b4ded8-6c44-41cd-ae09-40ddb44a311f
390,2025-10-06 22:20:50.069599+00,2025-10-06 22:20:50.069599+00,,FAC-1389,2025-10-06 22:20:50.063421+00,3,1,4400,0,4400,Pagada,efectivo,9170e1cc-6814-4460-83b8-70d28d286664
391,2025-10-06 22:41:38.938064+00,2025-10-06 22:41:38.938064+00,,FAC-1390,2025-10-06 22:41:38.932979+00,3,1,5900,0,5900,Pagada,efectivo,9314cbed-aadc-4c8e-bb98-d0155ac671d6
392,2025-10-06 22:46:40.687009+00,2025-10-06 22:46:40.687009+00,,FAC-1391,2025-10-06 22:46:40.67975+00,3,1,3200,0,3200,Pagada,efectivo,97a85c46-043d-442d-8c67-7a8aa1f79450
393,2025-10-06 23:51:04.253129+00,2025-10-06 23:51:04.253129+00,,FAC-1392,2025-10-06 23:51:04.247932+00,3,1,4400,0,4400,Pagada,efectivo,90aa61a0-7b6d-49ca-ba08-aef5fddd7d72
395,2025-10-07 00:04:26.329635+00,2025-10-07 00:04:26.329635+00,,FAC-1394,2025-10-07 00:04:26.322423+00,3,1,2400,0,2400,Pagada,efectivo,70d52300-dac9-4063-9465-f0d6fb00fb20
396,2025-10-07 00:06:05.766442+00,2025-10-07 00:06:05.766442+00,,FAC-1395,2025-10-07 00:06:05.761252+00,3,4,2200,0,2200,Pagada,efectivo,82a60757-4877-49e5-ace7-c3580cefa66a
397,2025-10-07 00:07:36.045832+00,2025-10-07 00:07:36.045832+00,,FAC-1396,2025-10-07 00:07:36.040196+00,3,1,18900,0,18900,Pagada,efectivo,c71acccd-a3fe-47ce-9308-c07c416a01f3
398,2025-10-07 02:05:56.698963+00,2025-10-07 02:05:56.698963+00,,FAC-1397,2025-10-07 02:05:56.690085+00,3,1,23500,0,23500,Pagada,efectivo,0ff25b2b-b1e2-4b07-be09-3a065428dc4a
399,2025-10-07 15:25:17.822004+00,2025-10-07 15:25:17.822004+00,,FAC-1398,2025-10-07 15:25:17.808711+00,1,1,11900,0,11900,Pagada,efectivo,bfce1557-0921-4315-826f-3b71da014228
400,2025-10-07 15:46:55.831017+00,2025-10-07 15:46:55.831017+00,,FAC-1399,2025-10-07 15:46:55.818951+00,1,1,13500,0,13500,Pagada,efectivo,47610382-baa9-4271-90b2-a6dd26c95a91
401,2025-10-07 15:54:26.9762+00,2025-10-07 15:54:26.9762+00,,FAC-1400,2025-10-07 15:54:26.970769+00,1,1,3900,0,3900,Pagada,efectivo,c41ef88c-2b80-4e1c-b75d-22ccfeadf135
402,2025-10-07 15:55:46.186561+00,2025-10-07 15:55:46.186561+00,,FAC-1401,2025-10-07 15:55:46.1811+00,1,1,2500,0,2500,Pagada,efectivo,0782b232-c11b-435c-b375-c2a6199fb2fa
403,2025-10-07 15:57:07.053294+00,2025-10-07 15:57:07.053294+00,,FAC-1402,2025-10-07 15:57:07.045129+00,1,1,5600,0,5600,Pagada,efectivo,08a63c24-00df-4d73-98e5-cf638dfad0c3
404,2025-10-07 16:03:01.999206+00,2025-10-07 16:03:01.999206+00,,FAC-1403,2025-10-07 16:03:01.989479+00,1,1,6500,0,6500,Pagada,efectivo,47082dbf-32ca-40b1-a626-8f671a94b297
405,2025-10-07 16:12:52.466293+00,2025-10-07 16:12:52.466293+00,,FAC-1404,2025-10-07 16:12:52.46112+00,1,1,1900,0,1900,Pagada,efectivo,68207e15-e815-4bd5-9f69-e8a79df37deb
406,2025-10-07 16:21:22.557139+00,2025-10-07 16:21:22.557139+00,,FAC-1405,2025-10-07 16:21:22.549511+00,1,1,1800,0,1800,Pagada,efectivo,34ecd3b8-404c-4ad9-b446-3895b91621d6
